Fecha,CO (mg/m3),NO (ug/m3),NO2 (ug/m3),O3 (ug/m3),PM10 (ug/m3),PM25 (ug/m3),SO2 (ug/m3),Provincia,Estación,Latitud,Longitud
6/14/2020,,1,3,70,13,2,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/14/2020,0.3,2,1,75,15,,3,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/14/2020,,1,3,,,,,Burgos,NH3,,
6/14/2020,,2,7,56,9,,1,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
6/14/2020,,2,4,46,9,,1,León,Carracedelo,42.55861111,-6.725555556
6/14/2020,,2,3,48,17,,2,León,Lario,43.04166667,-5.091388889
6/14/2020,,2,1,41,4,3,2,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/14/2020,,2,1,54,4,3,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/14/2020,,1,4,58,7,,5,Palencia,Guardo,42.79138889,-4.846388889
6/14/2020,,1,2,73,11,,1,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/14/2020,,4,9,72,13,,1,Soria,Soria,41.76722222,-2.480555556
6/14/2020,,2,3,,10,7,5,Valladolid,La rubia II,41.63,-4.740555556
6/14/2020,,2,4,74,22,,3,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/14/2020,,1,2,69,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/14/2020,,1,1,75,22,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/14/2020,,2,5,61,7,,1,Zamora,Zamora 2,41.50888889,-5.748055556
6/14/2020,,3,7,59,14,,3,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/14/2020,,1,2,61,9,,6,León,La Robla,42.80166667,-5.625
6/14/2020,,1,3,68,5,,1,León,Leon 4,42.57527778,-5.566388889
6/14/2020,0.2,2,4,,10,,5,León,Leon1,43.60333333,-5.589166667
6/14/2020,,,,,10,,1,León,Otero,42.56444444,-6.781944444
6/14/2020,,1,4,55,14,,1,León,Ponferrada4,42.54277778,-6.585
6/14/2020,,1,2,,3,,4,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
6/14/2020,0.4,1,4,,,7,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/14/2020,,1,5,69,,,,Valladolid,Michelin1,41.66638889,-4.715
6/14/2020,,1,1,73,,,,Valladolid,Renault1,41.6,-4.7325
6/14/2020,0.2,2,3,,2,,,Valladolid,Renault2,41.60416667,-4.728888889
6/14/2020,,2,4,,2,,,Valladolid,Renault3,41.61277778,-4.740833333
6/13/2020,,6,2,,8,,1,Burgos,Medina de Pomar,42.95166667,-3.475277778
6/13/2020,,3,5,72,9,,3,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/13/2020,,1,3,68,10,,1,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
6/13/2020,,1,3,70,10,,1,León,Carracedelo,42.55861111,-6.725555556
6/13/2020,,2,3,64,11,,1,León,Lario,43.04166667,-5.091388889
6/13/2020,,1,3,82,5,,1,León,Leon 4,42.57527778,-5.566388889
6/13/2020,0.2,2,5,,10,,6,León,Leon1,43.60333333,-5.589166667
6/13/2020,,,,,12,,,León,Toral de los Vados,42.545,-6.725555556
6/13/2020,,1,2,76,16,,6,León,Valderas,38.93833333,-4.63
6/13/2020,,2,1,53,3,3,2,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/13/2020,,1,2,76,9,,1,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/13/2020,0.3,2,4,85,8,,4,Segovia,Segovia 2,40.95583333,-4.110555556
6/13/2020,,3,7,,9,7,5,Valladolid,La rubia II,41.63,-4.740555556
6/13/2020,,1,4,71,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/13/2020,,2,3,77,20,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/13/2020,,2,1,82,12,,2,Avila,Avila II,40.66472222,-4.700833333
6/13/2020,0.3,5,6,,7,,1,Burgos,Burgos1,42.35111111,-3.675555556
6/13/2020,,,,,11,,1,León,Otero,42.56444444,-6.781944444
6/13/2020,,2,1,68,4,3,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/13/2020,,1,3,81,7,,1,Palencia,Palencia 3,42.01777778,-4.540555556
6/13/2020,,2,1,64,9,,,Palencia,Renault4,41.96138889,-4.494444444
6/13/2020,,2,3,85,,,1,Salamanca,El Maillo,40.56944444,-6.223888889
6/13/2020,,2,4,81,15,4,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/13/2020,,5,9,80,8,,1,Soria,Soria,41.76722222,-2.480555556
6/13/2020,0.4,1,7,,,6,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/13/2020,,1,5,71,12,2,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/13/2020,,1,1,78,,,,Valladolid,Renault1,41.6,-4.7325
6/13/2020,,2,5,,2,,,Valladolid,Renault3,41.61277778,-4.740833333
6/13/2020,,3,7,68,7,,1,Zamora,Zamora 2,41.50888889,-5.748055556
6/13/2020,0.4,2,1,82,11,,2,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/13/2020,,2,1,77,6,4,6,Burgos,Burgos4,42.33472222,-3.637222222
6/13/2020,,0,4,,,,,Burgos,NH3,,
6/13/2020,,2,6,63,10,,1,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
6/13/2020,,1,2,72,7,,3,León,La Robla,42.80166667,-5.625
6/13/2020,,1,3,80,15,,1,León,Ponferrada4,42.54277778,-6.585
6/13/2020,,1,1,,3,,4,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
6/13/2020,,2,4,68,7,,12,Palencia,Guardo,42.79138889,-4.846388889
6/13/2020,,8,2,73,12,,6,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/13/2020,,2,3,,9,,3,Salamanca,Salamanca5,40.97888889,-5.666388889
6/13/2020,,4,6,68,,,3,Soria,Muriel de la Fuente,41.72361111,-2.856944444
6/13/2020,,2,5,79,24,,3,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/13/2020,,1,8,72,,,,Valladolid,Michelin1,41.66638889,-4.715
6/13/2020,0.2,2,5,,2,,,Valladolid,Renault2,41.60416667,-4.728888889
6/12/2020,,6,19,49,4,,9,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
6/12/2020,,1,3,65,6,,6,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
6/12/2020,,2,6,46,11,,19,León,La Robla,42.80166667,-5.625
6/12/2020,,2,3,55,2,2,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/12/2020,,1,5,50,5,,4,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/12/2020,,5,3,52,3,,8,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/12/2020,,4,1,59,5,,,Palencia,Renault4,41.96138889,-4.494444444
6/12/2020,,3,5,60,10,3,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/12/2020,0.2,1,2,66,3,,4,Segovia,Segovia 2,40.95583333,-4.110555556
6/12/2020,,5,6,61,4,,2,Soria,Soria,41.76722222,-2.480555556
6/12/2020,,1,10,46,,,,Valladolid,Michelin1,41.66638889,-4.715
6/12/2020,,1,4,52,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/12/2020,,3,9,51,7,,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/12/2020,,1,1,56,,,,Valladolid,Renault1,41.6,-4.7325
6/12/2020,,1,5,57,4,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/12/2020,,1,1,69,6,,1,Avila,Avila II,40.66472222,-4.700833333
6/12/2020,0.5,7,8,,4,,1,Burgos,Burgos1,42.35111111,-3.675555556
6/12/2020,,2,2,54,5,2,3,Burgos,Burgos4,42.33472222,-3.637222222
6/12/2020,,3,10,47,5,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/12/2020,0.5,2,7,,4,,9,León,Leon1,43.60333333,-5.589166667
6/12/2020,,1,12,59,9,,3,León,Ponferrada4,42.54277778,-6.585
6/12/2020,,,,,9,,,León,Toral de los Vados,42.545,-6.725555556
6/12/2020,,2,5,54,5,,12,Palencia,Guardo,42.79138889,-4.846388889
6/12/2020,,4,10,,4,,2,Salamanca,Salamanca5,40.97888889,-5.666388889
6/12/2020,,7,15,,5,5,9,Valladolid,La rubia II,41.63,-4.740555556
6/12/2020,,1,3,55,8,,10,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/12/2020,,1,5,49,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
6/12/2020,0.6,9,4,59,3,,4,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/12/2020,,1,6,61,5,,2,Burgos,Medina de Pomar,42.95166667,-3.475277778
6/12/2020,,2,5,,4,,5,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
6/12/2020,,1,5,31,6,,1,León,Carracedelo,42.55861111,-6.725555556
6/12/2020,,2,3,74,12,,1,León,Lario,43.04166667,-5.091388889
6/12/2020,,1,3,56,3,,1,León,Leon 4,42.57527778,-5.566388889
6/12/2020,,,,,8,,4,León,Otero,42.56444444,-6.781944444
6/12/2020,,2,2,58,6,,6,León,Valderas,42.07972222,-5.448888889
6/12/2020,,1,1,48,2,2,2,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/12/2020,,2,1,66,2,,3,Palencia,Palencia 3,42.01777778,-4.540555556
6/12/2020,,1,1,71,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
6/12/2020,,4,3,59,,,2,Soria,Muriel de la Fuente,41.72361111,-2.856944444
6/12/2020,0.7,3,13,,5,6,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/12/2020,0.2,7,2,,1,,,Valladolid,Renault2,41.60416667,-4.728888889
6/12/2020,,1,3,,2,,,Valladolid,Renault3,41.61277778,-4.740833333
6/12/2020,,5,6,59,7,,2,Zamora,Zamora 2,41.50888889,-5.748055556
6/11/2020,0.3,7,7,,61,,1,Burgos,Burgos1,42.35111111,-3.675555556
6/11/2020,,3,2,53,43,10,4,Burgos,Burgos4,42.33472222,-3.637222222
6/11/2020,,1,4,,26,,6,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
6/11/2020,,3,7,49,55,,20,Palencia,Guardo,42.79138889,-4.846388889
6/11/2020,,1,1,51,75,,,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/11/2020,,,,49,74,,2,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/11/2020,,4,4,55,,,1,Soria,Muriel de la Fuente,41.72361111,-2.856944444
6/11/2020,0.7,45,37,,73,23,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/11/2020,,26,35,,88,16,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/11/2020,,6,21,29,,,,Valladolid,Renault1,41.6,-4.7325
6/11/2020,,2,1,61,43,,1,Burgos,Medina de Pomar,42.95166667,-3.475277778
6/11/2020,,2,1,56,61,,5,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
6/11/2020,,1,4,40,46,,1,León,Carracedelo,42.55861111,-6.725555556
6/11/2020,,2,2,65,,,,León,Lario,43.04166667,-5.091388889
6/11/2020,0.1,5,18,,62,,12,León,Leon1,43.60333333,-5.589166667
6/11/2020,,3,5,50,50,,1,León,Ponferrada4,42.54277778,-6.585
6/11/2020,,3,6,40,57,,4,León,Valderas,42.07972222,-5.448888889
6/11/2020,,11,14,34,51,,3,Palencia,Palencia 3,42.01777778,-4.540555556
6/11/2020,,6,7,36,62,,,Palencia,Renault4,41.96138889,-4.494444444
6/11/2020,,8,15,,66,,4,Salamanca,Salamanca5,40.97888889,-5.666388889
6/11/2020,0.3,1,5,58,110,,3,Segovia,Segovia 2,40.95583333,-4.110555556
6/11/2020,,58,39,,86,22,6,Valladolid,La rubia II,41.63,-4.740555556
6/11/2020,,2,6,45,93,,8,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/11/2020,,3,23,24,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/11/2020,,2,1,51,86,,3,Avila,Avila II,40.66472222,-4.700833333
6/11/2020,0.4,15,5,45,43,,3,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/11/2020,,5,15,47,36,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/11/2020,,4,19,43,59,,4,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
6/11/2020,,1,3,,50,,4,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
6/11/2020,,5,6,43,65,,4,León,La Robla,42.80166667,-5.625
6/11/2020,,3,6,42,58,,1,León,Leon 4,42.57527778,-5.566388889
6/11/2020,,,,,44,,2,León,Otero,42.56444444,-6.781944444
6/11/2020,,,,,49,,,León,Toral de los Vados,42.545,-6.725555556
6/11/2020,,1,1,44,46,24,2,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/11/2020,,2,1,45,24,16,5,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/11/2020,,1,1,74,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
6/11/2020,,1,3,48,27,14,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/11/2020,,5,10,48,30,,1,Soria,Soria,41.76722222,-2.480555556
6/11/2020,,10,23,22,,,,Valladolid,Michelin1,41.66638889,-4.715
6/11/2020,0.1,8,23,,65,,,Valladolid,Renault2,41.60416667,-4.728888889
6/11/2020,,10,19,,75,,,Valladolid,Renault3,41.61277778,-4.740833333
6/11/2020,,13,25,20,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
6/11/2020,,7,14,38,43,,2,Zamora,Zamora 2,41.50888889,-5.748055556
6/10/2020,,3,4,43,7,,3,Avila,Avila II,40.66472222,-4.700833333
6/10/2020,0.6,4,8,43,17,,4,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/10/2020,,2,12,31,10,,2,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/10/2020,,2,11,30,5,,3,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
6/10/2020,,2,5,,6,,4,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
6/10/2020,,4,9,29,14,,7,León,La Robla,42.80166667,-5.625
6/10/2020,,1,2,42,14,,1,León,Lario,43.04166667,-5.091388889
6/10/2020,0.3,4,9,,6,,3,León,Leon1,43.60333333,-5.589166667
6/10/2020,,2,2,21,6,4,2,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/10/2020,,8,3,48,10,,1,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/10/2020,0.2,5,15,38,7,,5,Segovia,Segovia 2,40.95583333,-4.110555556
6/10/2020,,12,12,40,7,,3,Soria,Soria,41.76722222,-2.480555556
6/10/2020,,4,7,,27,,6,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/10/2020,,1,12,36,,,,Valladolid,Michelin1,41.66638889,-4.715
6/10/2020,,4,13,36,11,5,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/10/2020,,1,2,,3,,,Valladolid,Renault3,41.61277778,-4.740833333
6/10/2020,,2,10,35,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
6/10/2020,,,,42,12,6,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/10/2020,,8,10,48,6,,1,Zamora,Zamora 2,41.50888889,-5.748055556
6/10/2020,0.1,6,10,,7,,2,Burgos,Burgos1,42.35111111,-3.675555556
6/10/2020,,2,4,34,7,,4,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
6/10/2020,,1,5,34,8,,1,León,Carracedelo,42.55861111,-6.725555556
6/10/2020,,1,5,48,5,,1,León,Leon 4,42.57527778,-5.566388889
6/10/2020,,1,6,48,9,,1,León,Ponferrada4,42.54277778,-6.585
6/10/2020,,1,1,37,4,3,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/10/2020,,3,7,41,9,,4,Palencia,Guardo,42.79138889,-4.846388889
6/10/2020,,5,7,38,10,,,Palencia,Renault4,41.96138889,-4.494444444
6/10/2020,,1,1,54,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
6/10/2020,,3,4,,7,,2,Salamanca,Salamanca5,40.97888889,-5.666388889
6/10/2020,,1,8,41,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/10/2020,,2,2,48,4,3,3,Burgos,Burgos4,42.33472222,-3.637222222
6/10/2020,,5,2,41,7,,2,Burgos,Medina de Pomar,42.95166667,-3.475277778
6/10/2020,,,,,7,,1,León,Otero,42.56444444,-6.781944444
6/10/2020,,,,,8,,,León,Toral de los Vados,42.545,-6.725555556
6/10/2020,,2,6,,6,,6,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
6/10/2020,,2,3,49,10,,4,León,Valderas,42.07972222,-5.448888889
6/10/2020,,1,2,49,9,,5,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/10/2020,,4,6,45,11,,4,Palencia,Palencia 3,42.01777778,-4.540555556
6/10/2020,,3,9,47,8,2,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/10/2020,,2,5,29,,,3,Soria,Muriel de la Fuente,41.72361111,-2.856944444
6/10/2020,0.6,5,17,,7,5,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/10/2020,,9,19,,14,7,5,Valladolid,La rubia II,41.63,-4.740555556
6/10/2020,,1,1,48,,,,Valladolid,Renault1,41.6,-4.7325
6/10/2020,0.2,13,16,,2,,,Valladolid,Renault2,41.60416667,-4.728888889
6/9/2020,0.5,1,7,67,19,,4,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/9/2020,0.3,4,2,,7,,1,Burgos,Burgos1,42.35111111,-3.675555556
6/9/2020,,1,3,,4,,4,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
6/9/2020,,,,,8,,1,León,Otero,42.56444444,-6.781944444
6/9/2020,,1,1,40,2,2,3,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/9/2020,,2,2,40,2,1,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/9/2020,,1,3,51,6,,1,Palencia,Guardo,42.79138889,-4.846388889
6/9/2020,,2,1,74,8,,2,Palencia,Palencia 3,42.01777778,-4.540555556
6/9/2020,,1,2,,14,,4,Salamanca,Salamanca5,40.97888889,-5.666388889
6/9/2020,,1,1,78,11,5,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/9/2020,,3,5,72,14,,3,Soria,Soria,41.76722222,-2.480555556
6/9/2020,,1,5,66,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/9/2020,,2,5,67,14,6,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/9/2020,0.1,1,1,,4,,,Valladolid,Renault2,41.60416667,-4.728888889
6/9/2020,,2,2,,2,,,Valladolid,Renault3,41.61277778,-4.740833333
6/9/2020,,4,4,72,7,,2,Zamora,Zamora 2,41.50888889,-5.748055556
6/9/2020,,2,3,81,28,,1,Avila,Avila II,40.66472222,-4.700833333
6/9/2020,,2,3,76,9,6,3,Burgos,Burgos4,42.33472222,-3.637222222
6/9/2020,,1,1,68,9,,4,Burgos,Medina de Pomar,42.95166667,-3.475277778
6/9/2020,,2,9,51,5,,4,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
6/9/2020,,2,1,55,2,,6,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
6/9/2020,,1,2,64,6,,1,León,La Robla,42.80166667,-5.625
6/9/2020,,2,3,55,18,,3,León,Lario,43.04166667,-5.091388889
6/9/2020,,1,5,55,6,,1,León,Leon 4,42.57527778,-5.566388889
6/9/2020,0.1,2,9,,10,,2,León,Leon1,43.60333333,-5.589166667
6/9/2020,,1,5,52,16,,1,León,Ponferrada4,42.54277778,-6.585
6/9/2020,,1,1,76,16,,10,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/9/2020,,7,1,73,13,,5,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/9/2020,,1,1,66,10,,,Palencia,Renault4,41.96138889,-4.494444444
6/9/2020,,1,1,96,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
6/9/2020,0.2,3,8,72,19,,3,Segovia,Segovia 2,40.95583333,-4.110555556
6/9/2020,,3,7,66,,,1,Soria,Muriel de la Fuente,41.72361111,-2.856944444
6/9/2020,0.4,2,5,,9,7,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/9/2020,,3,6,,13,8,5,Valladolid,La rubia II,41.63,-4.740555556
6/9/2020,,1,4,74,24,,14,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/9/2020,,1,3,76,,,,Valladolid,Renault1,41.6,-4.7325
6/9/2020,,,,71,16,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/9/2020,,4,3,65,13,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/9/2020,,1,4,43,9,,1,León,Carracedelo,42.55861111,-6.725555556
6/9/2020,,,,,8,,,León,Toral de los Vados,42.545,-6.725555556
6/9/2020,,1,2,,1,,6,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
6/9/2020,,2,2,67,16,,5,León,Valderas,42.07972222,-5.448888889
6/9/2020,,1,4,69,,,,Valladolid,Michelin1,41.66638889,-4.715
6/9/2020,,1,3,67,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
6/8/2020,,2,14,78,17,,6,León,C.T.L.R. - Cuadros,42.71555556,-5.638888889
6/8/2020,,2,8,72,24,,1,León,Carracedelo,42.55861111,-6.725555556
6/8/2020,,2,14,73,19,,2,León,Leon 4,42.57527778,-5.566388889
6/8/2020,,1,5,,5,,8,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
6/8/2020,,2,2,76,9,4,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/8/2020,,8,8,88,38,,6,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/8/2020,,2,8,80,30,,,Palencia,Renault4,41.96138889,-4.494444444
6/8/2020,,2,4,110,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
6/8/2020,0.4,3,14,103,22,,3,Segovia,Segovia 2,40.95583333,-4.110555556
6/8/2020,0.4,12,46,,25,16,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/8/2020,,9,36,,31,16,,Valladolid,La rubia II,41.63,-4.740555556
6/8/2020,,1,23,73,,,,Valladolid,Michelin1,41.66638889,-4.715
6/8/2020,,1,19,75,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/8/2020,,2,17,85,,,,Valladolid,Renault1,41.6,-4.7325
6/8/2020,,5,14,80,20,,2,Zamora,Zamora 2,41.50888889,-5.748055556
6/8/2020,,2,6,88,26,,2,Avila,Avila II,40.66472222,-4.700833333
6/8/2020,,6,15,83,19,8,3,Burgos,Burgos4,42.33472222,-3.637222222
6/8/2020,,1,4,99,22,,4,Burgos,Medina de Pomar,42.95166667,-3.475277778
6/8/2020,,1,4,90,20,,1,León,La Robla,42.80166667,-5.625
6/8/2020,,2,4,68,25,,3,León,Lario,43.04166667,-5.091388889
6/8/2020,,2,6,81,12,,1,Palencia,Guardo,42.79138889,-4.846388889
6/8/2020,,1,10,88,39,,5,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/8/2020,,5,23,77,24,,6,Palencia,Palencia 3,42.01777778,-4.540555556
6/8/2020,,3,17,,23,,2,Salamanca,Salamanca5,40.97888889,-5.666388889
6/8/2020,,3,13,59,15,6,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/8/2020,,3,8,82,,,1,Soria,Muriel de la Fuente,41.72361111,-2.856944444
6/8/2020,,8,17,79,14,,2,Soria,Soria,41.76722222,-2.480555556
6/8/2020,,2,24,70,33,14,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/8/2020,0.1,2,18,,17,,,Valladolid,Renault2,41.60416667,-4.728888889
6/8/2020,,4,22,,9,,,Valladolid,Renault3,41.61277778,-4.740833333
6/8/2020,,2,20,74,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
6/8/2020,,,,74,,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/8/2020,0.7,3,19,80,30,,7,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/8/2020,0.4,6,18,,28,,1,Burgos,Burgos1,42.35111111,-3.675555556
6/8/2020,,5,21,64,29,,10,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/8/2020,,1,3,,16,,2,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
6/8/2020,,1,4,67,15,,4,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
6/8/2020,0.4,11,33,,23,,5,León,Leon1,43.60333333,-5.589166667
6/8/2020,,,,,16,,1,León,Otero,42.56444444,-6.781944444
6/8/2020,,1,8,85,25,,1,León,Ponferrada4,42.54277778,-6.585
6/8/2020,,,,,33,,,León,Toral de los Vados,42.545,-6.725555556
6/8/2020,,2,5,86,19,,5,León,Valderas,42.07972222,-5.448888889
6/8/2020,,2,1,72,11,5,2,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/8/2020,,2,10,79,41,,6,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/7/2020,0.5,2,6,44,16,,1,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/7/2020,,6,2,43,9,,2,Burgos,Medina de Pomar,42.95166667,-3.475277778
6/7/2020,,1,3,43,13,,2,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
6/7/2020,,1,9,,13,,1,León,C.T.Compostilla-Villaverde,42.61388889,-6.483888889
6/7/2020,0.2,6,13,,19,,13,León,Leon1,43.60333333,-5.589166667
6/7/2020,,,,,9,,1,León,Otero,42.56444444,-6.781944444
6/7/2020,,2,2,37,21,,2,León,Valderas,42.07972222,-5.448888889
6/7/2020,,5,8,54,20,3,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/7/2020,,6,6,47,14,,1,Soria,Soria,41.76722222,-2.480555556
6/7/2020,0.5,8,14,,12,8,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/7/2020,,4,5,43,28,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/7/2020,,5,7,49,10,,2,Zamora,Zamora 2,41.50888889,-5.748055556
6/7/2020,,3,1,46,9,4,1,Burgos,Burgos4,42.33472222,-3.637222222
6/7/2020,,3,9,44,12,,2,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
6/7/2020,,1,4,,7,,4,León,C.T.L.R. - Naredo,42.81666667,-5.533333333
6/7/2020,,2,2,34,12,,5,León,C.T.L.R. - Ventosilla,42.94416667,-5.661944444
6/7/2020,,2,4,61,13,,5,León,La Robla,42.80166667,-5.625
6/7/2020,,2,6,46,21,,1,León,Ponferrada4,42.54277778,-6.585
6/7/2020,,,,,20,,,León,Toral de los Vados,42.545,-6.725555556
6/7/2020,,2,1,21,5,3,1,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/7/2020,,1,1,33,4,2,3,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/7/2020,,2,4,38,11,,1,Palencia,Guardo,42.79138889,-4.846388889
6/7/2020,,2,3,83,,,1,Salamanca,El Maillo,40.56944444,-6.223888889
6/7/2020,,3,7,,18,,1,Salamanca,Salamanca5,40.97888889,-5.666388889
6/7/2020,,1,5,55,26,,17,Valladolid,Medina del Campo,41.31638889,-4.909166667
