Fecha,CO (mg/m3),NO (ug/m3),NO2 (ug/m3),O3 (ug/m3),PM10 (ug/m3),PM25 (ug/m3),SO2 (ug/m3),Provincia,Estación,Latitud,Longitud
6/21/2020,,6,2,52,10,,3,Burgos,Medina de Pomar,42.95166667,-3.475277778
6/21/2020,,1,2,45,7,,1,León,Carracedelo,42.55861111,-6.725555556
6/21/2020,,3,4,58,14,,3,León,La Robla,42.80166667,-5.625
6/21/2020,,,,,9,,1,León,Otero,42.56444444,-6.781944444
6/21/2020,,,,,10,,,León,Toral de los Vados,42.545,-6.725555556
6/21/2020,,1,4,,5,,6,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
6/21/2020,,2,1,37,5,4,1,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/21/2020,,2,4,57,12,,1,Palencia,Palencia 3,42.01777778,-4.540555556
6/21/2020,,1,1,53,14,,,Palencia,Renault4,41.96138889,-4.494444444
6/21/2020,,2,3,63,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
6/21/2020,,1,7,,11,,1,Salamanca,Salamanca5,40.97888889,-5.666388889
6/21/2020,,2,4,58,16,2,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/21/2020,,1,6,67,19,,6,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/21/2020,,1,7,63,,,,Valladolid,Michelin1,41.66638889,-4.715
6/21/2020,0.2,1,4,,5,,,Valladolid,Renault2,41.60416667,-4.728888889
6/21/2020,,3,5,59,10,6,5,Burgos,Burgos4,42.33472222,-3.637222222
6/21/2020,,3,7,54,13,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/21/2020,0.2,3,10,,13,,8,León,Leon1,43.60333333,-5.589166667
6/21/2020,,1,2,45,14,,1,León,Ponferrada4,42.54277778,-6.585
6/21/2020,,2,1,46,6,5,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/21/2020,,1,3,58,15,,1,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/21/2020,,10,4,54,18,,4,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/21/2020,,4,7,67,14,,3,Soria,Soria,41.76722222,-2.480555556
6/21/2020,0.4,3,10,,5,6,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/21/2020,,2,6,,15,9,5,Valladolid,La rubia II,41.63,-4.740555556
6/21/2020,,1,4,61,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/21/2020,,1,1,69,,,,Valladolid,Renault1,41.6,-4.7325
6/21/2020,,,,61,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
6/21/2020,,2,5,50,8,,1,Zamora,Zamora 2,41.50888889,-5.748055556
6/21/2020,,2,3,69,14,,1,Avila,Avila II,40.66472222,-4.700833333
6/21/2020,0.3,5,6,,12,,2,Burgos,Burgos1,42.35111111,-3.675555556
6/21/2020,,0,1,,,,,Burgos,NH3,,
6/21/2020,,2,7,45,9,,1,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
6/21/2020,,1,2,53,10,,3,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
6/21/2020,,3,3,40,20,,2,León,Lario,43.04166667,-5.091388889
6/21/2020,,1,5,58,9,,1,León,Leon 4,42.57527778,-5.566388889
6/21/2020,,2,6,58,16,,6,León,Valderas,38.93833333,-4.63
6/21/2020,,1,3,55,10,,2,Palencia,Guardo,42.79138889,-4.846388889
6/21/2020,0.3,2,7,72,11,,5,Segovia,Segovia 2,40.95583333,-4.110555556
6/21/2020,,2,11,61,,,2,Soria,Muriel de la Fuente,41.72361111,-2.856944444
6/21/2020,,1,6,61,13,3,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/21/2020,,2,6,,5,,,Valladolid,Renault3,41.61277778,-4.740833333
6/21/2020,,2,4,66,27,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/20/2020,0.3,5,7,,11,,1,Burgos,Burgos1,42.35111111,-3.675555556
6/20/2020,,3,6,65,10,7,3,Burgos,Burgos4,42.33472222,-3.637222222
6/20/2020,,1,2,68,11,,2,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
6/20/2020,0.2,5,10,,12,,8,León,Leon1,43.60333333,-5.589166667
6/20/2020,,2,5,62,18,,6,León,Valderas,38.93833333,-4.63
6/20/2020,,9,4,61,20,,5,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/20/2020,,2,5,64,9,,1,Palencia,Palencia 3,42.01777778,-4.540555556
6/20/2020,,2,6,74,17,3,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/20/2020,0.4,2,8,75,13,,4,Segovia,Segovia 2,40.95583333,-4.110555556
6/20/2020,,3,7,,18,12,7,Valladolid,La rubia II,41.63,-4.740555556
6/20/2020,,1,7,64,22,,4,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/20/2020,,1,8,62,,,,Valladolid,Michelin1,41.66638889,-4.715
6/20/2020,,1,3,61,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/20/2020,,2,3,72,15,,1,Avila,Avila II,40.66472222,-4.700833333
6/20/2020,,6,3,55,10,,4,Burgos,Medina de Pomar,42.95166667,-3.475277778
6/20/2020,,3,7,57,12,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/20/2020,,0,2,,,,,Burgos,NH3,,
6/20/2020,,1,2,57,12,,2,León,La Robla,42.80166667,-5.625
6/20/2020,,,,,11,,1,León,Otero,42.56444444,-6.781944444
6/20/2020,,,,,19,,,León,Toral de los Vados,42.545,-6.725555556
6/20/2020,,3,4,,4,,6,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
6/20/2020,,2,4,58,9,,2,Palencia,Guardo,42.79138889,-4.846388889
6/20/2020,,1,2,66,13,,1,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/20/2020,,1,1,62,10,,,Palencia,Renault4,41.96138889,-4.494444444
6/20/2020,,2,4,79,,,1,Salamanca,El Maillo,40.56944444,-6.223888889
6/20/2020,,1,9,,12,,1,Salamanca,Salamanca5,40.97888889,-5.666388889
6/20/2020,0.4,3,10,,8,8,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/20/2020,,1,7,61,16,7,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/20/2020,,,,67,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
6/20/2020,0.4,3,5,57,24,,3,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/20/2020,,2,8,53,11,,1,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
6/20/2020,,1,3,55,10,,1,León,Carracedelo,42.55861111,-6.725555556
6/20/2020,,2,3,43,19,,4,León,Lario,43.04166667,-5.091388889
6/20/2020,,2,7,59,8,,3,León,Leon 4,42.57527778,-5.566388889
6/20/2020,,1,5,58,18,,1,León,Ponferrada4,42.54277778,-6.585
6/20/2020,,2,2,42,4,4,2,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/20/2020,,1,1,48,6,4,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/20/2020,,2,11,58,,,1,Soria,Muriel de la Fuente,41.72361111,-2.856944444
6/20/2020,,5,10,67,17,,7,Soria,Soria,41.76722222,-2.480555556
6/20/2020,,1,1,65,,,,Valladolid,Renault1,41.6,-4.7325
6/20/2020,0.2,1,7,,9,,,Valladolid,Renault2,41.60416667,-4.728888889
6/20/2020,,2,8,,5,,,Valladolid,Renault3,41.61277778,-4.740833333
6/20/2020,,3,5,67,32,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/20/2020,,2,6,55,8,,1,Zamora,Zamora 2,41.50888889,-5.748055556
6/19/2020,,3,4,76,14,,3,Avila,Avila II,40.66472222,-4.700833333
6/19/2020,,,3,,,,,Burgos,NH3,,
6/19/2020,,2,7,54,,,1,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
6/19/2020,,2,4,56,10,,1,León,Carracedelo,42.55861111,-6.725555556
6/19/2020,,2,2,47,20,,3,León,Lario,43.04166667,-5.091388889
6/19/2020,,2,9,55,6,,3,León,Leon 4,42.57527778,-5.566388889
6/19/2020,0.2,9,14,,12,,8,León,Leon1,43.60333333,-5.589166667
6/19/2020,,,,,12,,1,León,Otero,42.56444444,-6.781944444
6/19/2020,,,,,21,,,León,Toral de los Vados,42.545,-6.725555556
6/19/2020,,1,2,54,5,3,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/19/2020,,3,8,68,10,,1,Palencia,Palencia 3,42.01777778,-4.540555556
6/19/2020,,1,11,,11,,2,Salamanca,Salamanca5,40.97888889,-5.666388889
6/19/2020,0.4,3,11,78,11,,3,Segovia,Segovia 2,40.95583333,-4.110555556
6/19/2020,,3,9,66,,,1,Soria,Muriel de la Fuente,41.72361111,-2.856944444
6/19/2020,,7,12,67,15,,1,Soria,Soria,41.76722222,-2.480555556
6/19/2020,0.4,4,13,,,,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/19/2020,,7,12,,17,11,6,Valladolid,La rubia II,41.63,-4.740555556
6/19/2020,,2,9,60,15,,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/19/2020,0.2,5,14,,10,,,Valladolid,Renault2,41.60416667,-4.728888889
6/19/2020,,7,9,66,26,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/19/2020,,3,8,57,8,,1,Zamora,Zamora 2,41.50888889,-5.748055556
6/19/2020,0.4,3,5,73,20,,4,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/19/2020,,3,8,58,13,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/19/2020,,1,2,67,11,,3,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
6/19/2020,,1,4,59,14,,1,León,Ponferrada4,42.54277778,-6.585
6/19/2020,,1,2,,4,,4,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
6/19/2020,,2,5,62,15,,8,León,Valderas,38.93833333,-4.63
6/19/2020,,2,1,40,4,3,1,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/19/2020,,1,4,70,15,,1,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/19/2020,,8,3,68,18,,6,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/19/2020,,1,11,60,,,,Valladolid,Michelin1,41.66638889,-4.715
6/19/2020,,1,4,63,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/19/2020,,1,1,66,,,,Valladolid,Renault1,41.6,-4.7325
6/19/2020,0.3,5,5,,13,,1,Burgos,Burgos1,42.35111111,-3.675555556
6/19/2020,,2,5,73,10,7,3,Burgos,Burgos4,42.33472222,-3.637222222
6/19/2020,,6,2,59,14,,2,Burgos,Medina de Pomar,42.95166667,-3.475277778
6/19/2020,,1,2,60,9,,7,León,La Robla,42.80166667,-5.625
6/19/2020,,2,4,58,8,,5,Palencia,Guardo,42.79138889,-4.846388889
6/19/2020,,6,7,61,14,,,Palencia,Renault4,41.96138889,-4.494444444
6/19/2020,,2,4,81,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
6/19/2020,,2,7,74,17,3,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/19/2020,,1,6,67,22,,3,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/19/2020,,4,12,,7,,,Valladolid,Renault3,41.61277778,-4.740833333
6/19/2020,,,,67,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
6/18/2020,,6,2,61,7,,1,Burgos,Medina de Pomar,42.95166667,-3.475277778
6/18/2020,,0,3,,,,,Burgos,NH3,,
6/18/2020,,2,8,55,9,,1,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
6/18/2020,,2,3,58,11,,1,León,Carracedelo,42.55861111,-6.725555556
6/18/2020,,2,2,53,13,,2,León,Lario,43.04166667,-5.091388889
6/18/2020,,,,,9,,1,León,Otero,42.56444444,-6.781944444
6/18/2020,,1,2,,3,,5,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
6/18/2020,,4,4,61,12,,,Palencia,Renault4,41.96138889,-4.494444444
6/18/2020,,1,11,,9,,1,Salamanca,Salamanca5,40.97888889,-5.666388889
6/18/2020,,6,13,,,,6,Valladolid,La rubia II,41.63,-4.740555556
6/18/2020,0.2,3,14,,9,,,Valladolid,Renault2,41.60416667,-4.728888889
6/18/2020,,3,14,,3,,,Valladolid,Renault3,41.61277778,-4.740833333
6/18/2020,,,,61,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
6/18/2020,,3,3,72,12,,3,Avila,Avila II,40.66472222,-4.700833333
6/18/2020,0.4,2,3,65,16,,4,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/18/2020,0.3,5,6,,10,,1,Burgos,Burgos1,42.35111111,-3.675555556
6/18/2020,,1,9,56,5,,2,León,Leon 4,42.57527778,-5.566388889
6/18/2020,,,,,13,,,León,Toral de los Vados,42.545,-6.725555556
6/18/2020,,2,4,61,12,,6,León,Valderas,38.93833333,-4.63
6/18/2020,,2,1,44,2,2,4,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/18/2020,,1,1,54,2,2,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/18/2020,,2,3,75,,,3,Salamanca,El Maillo,40.56944444,-6.223888889
6/18/2020,,2,6,67,14,2,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/18/2020,,3,8,65,,,3,Soria,Muriel de la Fuente,41.72361111,-2.856944444
6/18/2020,,6,10,60,10,,2,Soria,Soria,41.76722222,-2.480555556
6/18/2020,,1,10,,,,,Valladolid,Michelin1,41.66638889,-4.715
6/18/2020,,1,4,59,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/18/2020,,2,4,73,9,7,,Burgos,Burgos4,42.33472222,-3.637222222
6/18/2020,,3,7,63,11,,2,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/18/2020,,1,2,69,9,,2,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
6/18/2020,,1,2,64,8,,23,León,La Robla,42.80166667,-5.625
6/18/2020,0.2,6,14,,9,,8,León,Leon1,43.60333333,-5.589166667
6/18/2020,,1,5,61,14,,1,León,Ponferrada4,42.54277778,-6.585
6/18/2020,,2,4,56,8,,9,Palencia,Guardo,42.79138889,-4.846388889
6/18/2020,,1,3,69,11,,1,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/18/2020,,8,3,67,14,,7,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/18/2020,,2,4,70,8,,1,Palencia,Palencia 3,42.01777778,-4.540555556
6/18/2020,0.2,3,9,70,11,,3,Segovia,Segovia 2,40.95583333,-4.110555556
6/18/2020,0.4,4,14,,7,7,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/18/2020,,2,6,66,22,,4,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/18/2020,,,,57,14,,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/18/2020,,2,5,62,,,,Valladolid,Renault1,41.6,-4.7325
6/18/2020,,5,10,62,22,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/18/2020,,2,7,57,5,,1,Zamora,Zamora 2,41.50888889,-5.748055556
6/17/2020,0.3,5,6,,7,,1,Burgos,Burgos1,42.35111111,-3.675555556
6/17/2020,,2,6,57,8,,1,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
6/17/2020,,2,7,63,7,,2,León,Leon 4,42.57527778,-5.566388889
6/17/2020,,11,2,,1,,4,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
6/17/2020,,8,3,62,10,,6,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/17/2020,,8,12,59,8,,1,Soria,Soria,41.76722222,-2.480555556
6/17/2020,0.4,4,13,,,7,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/17/2020,,2,6,65,,,,Valladolid,Renault1,41.6,-4.7325
6/17/2020,,3,12,,2,,,Valladolid,Renault3,41.61277778,-4.740833333
6/17/2020,,4,8,64,17,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/17/2020,,2,2,77,11,,2,Avila,Avila II,40.66472222,-4.700833333
6/17/2020,0.4,2,4,58,13,,5,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/17/2020,,1,3,62,8,,1,León,Carracedelo,42.55861111,-6.725555556
6/17/2020,,1,3,62,9,,10,León,La Robla,42.80166667,-5.625
6/17/2020,,,,,9,,,León,Toral de los Vados,42.545,-6.725555556
6/17/2020,,1,1,59,1,1,3,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/17/2020,,1,1,57,2,2,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/17/2020,,2,5,64,8,,11,Palencia,Guardo,42.79138889,-4.846388889
6/17/2020,,1,3,66,7,,1,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/17/2020,,3,6,67,6,,1,Palencia,Palencia 3,42.01777778,-4.540555556
6/17/2020,,1,9,,9,,1,Salamanca,Salamanca5,40.97888889,-5.666388889
6/17/2020,,2,4,74,12,3,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/17/2020,,3,8,59,6,,1,Zamora,Zamora 2,41.50888889,-5.748055556
6/17/2020,,3,6,58,13,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/17/2020,,0,2,,,,,Burgos,NH3,,
6/17/2020,,1,1,72,8,,1,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
6/17/2020,,2,2,72,13,,1,León,Lario,43.04166667,-5.091388889
6/17/2020,0.2,6,12,,8,,7,León,Leon1,43.60333333,-5.589166667
6/17/2020,,,,,9,,1,León,Otero,42.56444444,-6.781944444
6/17/2020,,1,4,65,13,,1,León,Ponferrada4,42.54277778,-6.585
6/17/2020,,1,4,67,9,,4,León,Valderas,38.93833333,-4.63
6/17/2020,,5,5,56,8,,,Palencia,Renault4,41.96138889,-4.494444444
6/17/2020,,2,3,76,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
6/17/2020,0.1,2,6,68,8,,4,Segovia,Segovia 2,40.95583333,-4.110555556
6/17/2020,,3,7,57,,,2,Soria,Muriel de la Fuente,41.72361111,-2.856944444
6/17/2020,,6,12,,9,7,6,Valladolid,La rubia II,41.63,-4.740555556
6/17/2020,,1,6,66,19,,4,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/17/2020,,1,10,,,,,Valladolid,Michelin1,41.66638889,-4.715
6/17/2020,,1,5,58,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/17/2020,,,,59,9,,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/17/2020,0.2,5,15,,4,,,Valladolid,Renault2,41.60416667,-4.728888889
6/16/2020,,3,2,63,11,,1,Avila,Avila II,40.66472222,-4.700833333
6/16/2020,,3,9,54,12,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/16/2020,,1,3,60,7,,4,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
6/16/2020,,,,,7,,1,León,Otero,42.56444444,-6.781944444
6/16/2020,,1,2,,2,,5,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
6/16/2020,,2,1,38,2,2,2,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/16/2020,,2,5,51,6,,6,Palencia,Guardo,42.79138889,-4.846388889
6/16/2020,,5,5,49,8,,,Palencia,Renault4,41.96138889,-4.494444444
6/16/2020,,2,4,62,14,2,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/16/2020,0.2,2,3,62,6,,3,Segovia,Segovia 2,40.95583333,-4.110555556
6/16/2020,,4,7,,10,7,6,Valladolid,La rubia II,41.63,-4.740555556
6/16/2020,,3,5,59,15,,3,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/16/2020,,1,2,58,,,,Valladolid,Renault1,41.6,-4.7325
6/16/2020,,3,3,54,7,4,3,Burgos,Burgos4,42.33472222,-3.637222222
6/16/2020,,1,3,,,,,Burgos,NH3,,
6/16/2020,,2,7,50,6,,1,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
6/16/2020,,1,2,57,8,,6,León,La Robla,42.80166667,-5.625
6/16/2020,,1,5,60,3,,2,León,Leon 4,42.57527778,-5.566388889
6/16/2020,0.2,4,7,,9,,6,León,Leon1,43.60333333,-5.589166667
6/16/2020,,7,9,56,8,,1,Soria,Soria,41.76722222,-2.480555556
6/16/2020,,4,7,53,5,,1,Zamora,Zamora 2,41.50888889,-5.748055556
6/16/2020,0.4,2,2,57,11,,5,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/16/2020,0.3,5,8,,7,,1,Burgos,Burgos1,42.35111111,-3.675555556
6/16/2020,,2,3,53,7,,1,León,Carracedelo,42.55861111,-6.725555556
6/16/2020,,2,2,50,15,,1,León,Lario,43.04166667,-5.091388889
6/16/2020,,1,4,57,11,,1,León,Ponferrada4,42.54277778,-6.585
6/16/2020,,,,,8,,,León,Toral de los Vados,42.545,-6.725555556
6/16/2020,,1,3,60,10,,5,León,Valderas,38.93833333,-4.63
6/16/2020,,1,1,45,3,2,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/16/2020,,1,3,58,6,,1,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/16/2020,,8,2,58,7,,5,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/16/2020,,2,5,60,4,,1,Palencia,Palencia 3,42.01777778,-4.540555556
6/16/2020,,2,3,62,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
6/16/2020,,1,9,,13,,1,Salamanca,Salamanca5,40.97888889,-5.666388889
6/16/2020,,2,7,53,,,2,Soria,Muriel de la Fuente,41.72361111,-2.856944444
6/16/2020,0.4,3,9,,,5,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/16/2020,,1,8,55,,,,Valladolid,Michelin1,41.66638889,-4.715
6/16/2020,,1,4,54,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/16/2020,,2,5,54,10,,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/16/2020,0.2,7,10,,2,,,Valladolid,Renault2,41.60416667,-4.728888889
6/16/2020,,3,8,,1,,,Valladolid,Renault3,41.61277778,-4.740833333
6/16/2020,,,,56,,,,Valladolid,VALLADOLID SUR,41.61138889,-4.772222222
6/16/2020,,3,3,58,17,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/15/2020,,1,2,54,7,,1,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
6/15/2020,,1,2,53,9,,4,León,La Robla,42.80166667,-5.625
6/15/2020,,2,3,46,15,,3,León,Lario,43.04166667,-5.091388889
6/15/2020,0.2,6,7,,10,,5,León,Leon1,43.60333333,-5.589166667
6/15/2020,,,,,7,,1,León,Otero,42.56444444,-6.781944444
6/15/2020,,,,,10,,,León,Toral de los Vados,42.545,-6.725555556
6/15/2020,,1,2,61,11,,4,León,Valderas,38.93833333,-4.63
6/15/2020,,1,1,51,5,4,2,Palencia,C.T.G. - Villalba,42.70361111,-4.827222222
6/15/2020,,2,3,63,14,3,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/15/2020,0.2,2,4,63,8,,2,Segovia,Segovia 2,40.95583333,-4.110555556
6/15/2020,,5,10,,10,6,5,Valladolid,La rubia II,41.63,-4.740555556
6/15/2020,,2,2,60,,,,Valladolid,Renault1,41.6,-4.7325
6/15/2020,,4,5,,20,,,Valladolid,Vega Sicilia,41.62055556,-4.746666667
6/15/2020,,2,1,66,14,,1,Avila,Avila II,40.66472222,-4.700833333
6/15/2020,0.4,2,4,61,15,,4,Burgos,Aranda de Duero 2,41.66555556,-3.688888889
6/15/2020,,2,3,59,7,4,5,Burgos,Burgos4,42.33472222,-3.637222222
6/15/2020,,6,2,,11,,3,Burgos,Medina de Pomar,42.95166667,-3.475277778
6/15/2020,,3,8,66,12,,1,Burgos,Miranda de Ebro2,42.68527778,-2.940277778
6/15/2020,,0,3,,,,,Burgos,NH3,,
6/15/2020,,2,6,43,7,,1,León,Carracedelo,42.55861111,-6.725555556
6/15/2020,,1,5,49,11,,1,León,Ponferrada4,42.54277778,-6.585
6/15/2020,,2,5,54,9,,11,Palencia,Guardo,42.79138889,-4.846388889
6/15/2020,,2,5,61,5,,1,Palencia,Palencia 3,42.01777778,-4.540555556
6/15/2020,,2,3,64,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
6/15/2020,,9,13,57,13,,2,Soria,Soria,41.76722222,-2.480555556
6/15/2020,,1,11,51,,,,Valladolid,Michelin1,41.66638889,-4.715
6/15/2020,,3,8,,1,,,Valladolid,Renault3,41.61277778,-4.740833333
6/15/2020,0.3,6,9,,8,,1,Burgos,Burgos1,42.35111111,-3.675555556
6/15/2020,,2,8,49,7,,1,León,C.T.Compostilla-Congosto,42.62555556,-6.520833333
6/15/2020,,2,4,60,7,,2,León,Leon 4,42.57527778,-5.566388889
6/15/2020,,1,2,,1,,4,León,Tudela Veguin-Tudela Veguin,42.80166667,-5.648888889
6/15/2020,,1,1,35,4,3,5,Palencia,C.T.G. - Compuerto,42.84916667,-4.835833333
6/15/2020,,1,3,61,8,,1,Palencia,Hontoria 1 - Poblado,41.93277778,-4.47
6/15/2020,,8,3,60,8,,4,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/15/2020,,6,5,49,9,,,Palencia,Renault4,41.96138889,-4.494444444
6/15/2020,,1,5,,9,,1,Salamanca,Salamanca5,40.97888889,-5.666388889
6/15/2020,,2,7,46,,,2,Soria,Muriel de la Fuente,41.72361111,-2.856944444
6/15/2020,0.4,4,11,,,6,,Valladolid,Arco de ladrillo II,41.64555556,-4.730277778
6/15/2020,,1,4,60,16,,3,Valladolid,Medina del Campo,41.31638889,-4.909166667
6/15/2020,,1,6,52,,,,Valladolid,Michelin2,41.68333333,-4.741111111
6/15/2020,,2,9,52,9,,,Valladolid,Puente Poniente-Mº Luisa Sánchez,41.65611111,-4.733888889
6/15/2020,0.2,7,13,,1,,,Valladolid,Renault2,41.60416667,-4.728888889
6/15/2020,,4,7,49,4,,1,Zamora,Zamora 2,41.50888889,-5.748055556
6/14/2020,,2,1,77,15,,2,Avila,Avila II,40.66472222,-4.700833333
6/14/2020,0.3,4,5,,10,,1,Burgos,Burgos1,42.35111111,-3.675555556
6/14/2020,,2,2,74,8,4,5,Burgos,Burgos4,42.33472222,-3.637222222
6/14/2020,,6,2,,9,,2,Burgos,Medina de Pomar,42.95166667,-3.475277778
6/14/2020,,1,2,55,9,,1,León,C.T.Compostilla-Cortiguera,42.61166667,-6.643333333
6/14/2020,,,,,11,,,León,Toral de los Vados,42.545,-6.725555556
6/14/2020,,1,2,67,17,,3,León,Valderas,38.93833333,-4.63
6/14/2020,,8,2,70,9,,5,Palencia,Hontoria 2 - Venta de Baños,41.94805556,-4.465833333
6/14/2020,,1,5,68,9,,1,Palencia,Palencia 3,42.01777778,-4.540555556
6/14/2020,,2,1,64,10,,,Palencia,Renault4,41.96138889,-4.494444444
6/14/2020,,2,3,76,,,2,Salamanca,El Maillo,40.56944444,-6.223888889
6/14/2020,,1,2,,10,,2,Salamanca,Salamanca5,40.97888889,-5.666388889
6/14/2020,,2,3,73,16,3,,Salamanca,Salamanca6,40.96055556,-5.639444444
6/14/2020,0.1,2,4,76,10,,3,Segovia,Segovia 2,40.95583333,-4.110555556
6/14/2020,,3,7,52,,,5,Soria,Muriel de la Fuente,41.72361111,-2.856944444
